Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name
2008 Hyundai Veracruz Limited,Used,"94,818 mi.","$5,799",Est. $109/mo,Your Choice Auto Sales of Posen
2008 Saturn Sky,Used,"42,646 mi.","$9,950",Est. $187/mo,Revved Motors
2024 Cadillac LYRIQ Luxury w/1SD,New,,"$74,675","Est. $1,404/mo",Napleton Autowerks River Oaks
2013 Volkswagen Jetta Hybrid SEL Premium,Used,"116,938 mi.","$7,945",Est. $149/mo,Top Gear Motors
2023 Chevrolet Corvette Stingray w/2LT,Used,"7,727 mi.","$75,000","Est. $1,410/mo",Tasca Chevrolet Wheeling
2003 Nissan 350Z Enthusiast,Used,"3,590 mi.","$22,995",Est. $432/mo,Auto Showcase of Carol Stream
2009 INFINITI G37x Base,Used,"147,860 mi.","$6,995",Est. $131/mo,Affinity Auto Sales
2015 Ferrari California T,Used,"17,107 mi.","$122,995","Est. $2,312/mo",Affinity Auto Sales
2019 Audi A6 55 Premium Plus,Used,"45,990 mi.","$30,989",Est. $582/mo,Zeigler Chrysler Dodge Jeep Ram of Schaumburg
2016 Lamborghini Aventador LP750-4 Superveloce,Used,"2,597 mi.","$639,895","Est. $12,028/mo",Strada Motorsports
2017 Chevrolet Cruze LT,Used,"85,572 mi.","$10,725",Est. $202/mo,Schaumburg Toyota
1980 Pontiac Firebird Trans Am,Used,"31,097 mi.","$38,900",Est. $731/mo,Frankfort Auto Haus
2015 BMW 435 i xDrive,Used,"102,112 mi.","$9,995",Est. $188/mo,Lake Motor Group LLC
2015 Chevrolet Cruze 2LT,Used,"100,318 mi.","$9,277",Est. $174/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2025 BMW X1 xDrive28i,New,,"$47,975",Est. $902/mo,Perillo BMW
2017 Honda Civic EX-L,Used,"36,267 mi.","$18,856",Est. $354/mo,Honda of Downtown Chicago
2022 Chevrolet Tahoe Police,Used,"49,945 mi.","$33,795",Est. $635/mo,Chicago Motors Inc.
2020 MINI Hardtop S,Used,"40,586 mi.","$20,998",Est. $395/mo,CarMax Columbia
2012 Mercedes-Benz C-Class C 300 4MATIC Luxury,Used,"122,314 mi.","$6,995",Est. $131/mo,Blue Sky Automotive - Chicago
2025 Jeep Grand Cherokee L Altitude,New,,"$42,675",Est. $802/mo,Marino Chrysler Jeep Dodge RAM
2022 Ford Escape SEL,Used,"61,447 mi.","$19,305",Est. $363/mo,Sherman Dodge Chrysler Jeep RAM
2025 Chevrolet Equinox 1LT,New,,"$27,995",Est. $526/mo,Webb Chevy
2022 Toyota Tacoma SR,Used,"65,863 mi.","$21,495",Est. $404/mo,Baha Auto Group Inc.
2015 MINI Hardtop,Used,"53,639 mi.","$13,998",Est. $263/mo,CarMax Lexington
2021 Chrysler Pacifica L,Used,"64,354 mi.","$26,814",Est. $504/mo,Volkswagen of Palatine
2018 Chevrolet Impala 1LT,Used,"100,731 mi.","$13,400",Est. $252/mo,B & M Auto Sales
2025 Chrysler Pacifica L,New,,"$38,385",Est. $721/mo,Napleton's River Oaks Chrysler Jeep Dodge RAM
2023 GMC Acadia AWD SLT,Used,"41,952 mi.","$29,400",Est. $553/mo,INFINITI of Orland Park A Zeigler Auto Group Company
2022 Ford Escape SE,Used,"39,392 mi.","$20,990",Est. $395/mo,Joe Rizza Ford Lincoln
2024 Lincoln Nautilus Reserve,New,,"$61,791","Est. $1,161/mo",Joe Rizza Ford Lincoln
2025 Hyundai Tucson SE,New,,"$31,103",Est. $585/mo,Family Hyundai
2025 Honda HR-V Sport,New,,"$28,987",Est. $545/mo,Schaumburg Honda Automobiles
2020 Mazda CX-9 Grand Touring,Used,"86,259 mi.","$22,998",Est. $432/mo,CarMax Tinley Park
1984 Nissan 300ZX 2+2,Used,"10,290 mi.","$19,800",Est. $372/mo,Diamond Motorworks
2014 Honda CR-V EX-L,Used,"109,680 mi.","$14,787",Est. $278/mo,Schaumburg Toyota
2014 Acura MDX 3.5L Technology Package,Used,"92,367 mi.","$15,998",Est. $301/mo,Arlington Acura in Palatine
2025 Volkswagen Jetta GLI 2.0T Autobahn,New,,"$33,890",Est. $637/mo,Volkswagen of Downtown Chicago
2022 Mercedes-Benz Sprinter 2500 High Roof,Used,"9,201 mi.","$67,700","Est. $1,273/mo",West Chicago Auto Mall
2020 Nissan Kicks S,Used,"22,873 mi.","$15,720",Est. $295/mo,Berman Nissan of Chicago
2019 Honda Odyssey Elite,Used,"45,785 mi.","$31,998",Est. $601/mo,CarMax West Sahara
2025 Jeep Grand Cherokee L Limited,New,,"$45,160",Est. $849/mo,Marino Chrysler Jeep Dodge RAM
2025 Jeep Grand Cherokee L Laredo,New,,"$35,330",Est. $664/mo,Marino Chrysler Jeep Dodge RAM
2013 Ford C-Max Energi SEL,Used,"66,380 mi.","$13,599",Est. $256/mo,CarMax Columbia
2023 Ford F-150 Lariat,New,,"$90,543","Est. $1,702/mo",Golf Mill Ford
2025 Ford Explorer Active,New,,"$48,365",Est. $909/mo,Westfield Ford
2025 Subaru Crosstrek Premium,New,,"$30,832",Est. $580/mo,The Autobarn Countryside Subaru
2025 Acura RDX SH-AWD,New,,"$46,650",Est. $877/mo,McGrath Acura of Morton Grove
2021 Toyota Tacoma SR5,Used,"41,263 mi.","$34,688",Est. $652/mo,McGrath Elmhurst Toyota
2024 Chevrolet Colorado Z71,New,,"$40,000",Est. $752/mo,Castle Chevrolet of Villa Park
2022 Honda CR-V Touring,Used,"37,380 mi.","$29,999",Est. $564/mo,Honda on Grand
2025 Hyundai Tucson SEL Convenience,New,,"$35,734",Est. $672/mo,Family Hyundai
2015 Honda Civic Si,Used,"44,984 mi.","$20,900",Est. $393/mo,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars"
2025 Genesis GV80 2.5T,New,,"$61,394","Est. $1,154/mo",Genesis of Highland Park
2023 Chrysler Pacifica Limited,Chrysler Certified,"10,760 mi.","$41,989",Est. $789/mo,Zeigler Chrysler Dodge Jeep Ram of Schaumburg
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$68,020","Est. $1,279/mo",Mercedes-Benz of Hoffman Estates
2025 Mercedes-Benz GLC 300 4MATIC Coupe,New,,"$62,380","Est. $1,173/mo",Mercedes-Benz of Hoffman Estates
2019 Ford Explorer Limited,Ford Certified,"87,623 mi.","$19,464",Est. $366/mo,Currie Motors Ford of Frankfort
2025 Audi Q5 45 S line Premium Plus,New,,"$59,625","Est. $1,121/mo",Audi Naperville
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Used,"8,715 mi.","$62,844","Est. $1,181/mo",Mercedes-Benz of Chicago
2025 Ford Bronco Sport Outer Banks,New,,"$38,485",Est. $723/mo,Murgado Ford of Chicago
2025 Nissan Kicks SR,New,,"$29,353",Est. $552/mo,Berman Nissan of Chicago
2021 Ford Ranger XLT,Used,"44,957 mi.","$26,998",Est. $507/mo,CarMax Gainesville Georgia
2019 Honda Civic LX,Used,"52,171 mi.","$19,995",Est. $376/mo,High Quality Auto Group
2019 Cadillac CTS Luxury,Used,"44,344 mi.","$24,998",Est. $470/mo,CarMax Huntsville
2020 Ford Escape SEL,Used,"34,774 mi.","$18,466",Est. $347/mo,Hertz Car Sales Des Plaines
2021 Dodge Durango R/T,Used,"53,472 mi.","$35,882",Est. $674/mo,Napleton Aston Martin Maserati
2024 Ford Bronco Sport Outer Banks,New,,"$35,221",Est. $662/mo,Packey Webb Ford
2017 Ford Transit-350 XLT,Used,"50,282 mi.","$35,400",Est. $665/mo,Packey Webb Ford
2025 Nissan Rogue SV,New,,"$27,314",Est. $513/mo,Arlington Nissan
2023 GMC Terrain SLE,GMC Certified,"41,461 mi.","$22,777",Est. $428/mo,Sunrise Chevrolet of Glendale Heights
2021 Subaru Forester Premium,Used,"34,014 mi.","$24,534",Est. $461/mo,Napleton's Schaumburg Subaru
2025 Kia Sorento X-Line SX,New,,"$44,400",Est. $835/mo,Thomas Kia of Highland
2017 Jeep Patriot High Altitude,Used,"98,359 mi.","$9,990",Est. $188/mo,City Volkswagen of Highland
2021 Toyota Camry LE,Used,"48,635 mi.","$22,790",Est. $428/mo,Schaumburg Toyota
2021 Hyundai Sonata SEL,Used,"12,110 mi.","$21,490",Est. $404/mo,Napleton Nissan
2025 Jeep Grand Cherokee Laredo,New,,"$40,999",Est. $771/mo,Bettenhausen Chrysler Dodge Jeep RAM
2025 Lincoln Nautilus Reserve,New,,"$66,130","Est. $1,243/mo",Fair Oaks Lincoln
2017 Mercedes-Benz Sprinter 2500 ROOF W/144 WB,Used,"30,540 mi.","$38,700",Est. $727/mo,West Chicago Auto Mall
2025 Nissan Rogue Rock Creek,New,,"$35,775",Est. $672/mo,Berman Nissan of Chicago
2022 Volkswagen Atlas Cross Sport 3.6L V6 SEL,Volkswagen Certified,"22,347 mi.","$31,830",Est. $598/mo,City Volkswagen of Chicago
2019 Audi S5 Prestige,Used,"10,652 mi.","$41,998",Est. $789/mo,CarMax Reno
2025 Jeep Compass Latitude,New,,"$27,641",Est. $520/mo,Hawk CDJR
2025 Hyundai Tucson SEL,New,,"$33,306",Est. $626/mo,Happy Hyundai
2023 Hyundai Elantra HEV Limited,Used,"21,257 mi.","$25,998",Est. $489/mo,CarMax South Portland
2024 Ford Bronco Wildtrak,New,,"$61,322","Est. $1,153/mo",Golf Mill Ford
2014 Ford F-150 XLT,Used,"157,966 mi.","$12,989",Est. $244/mo,Golf Mill Ford
2025 Acura RDX A-Spec Advance,New,,"$56,400","Est. $1,060/mo",McGrath Acura of Morton Grove
2025 Acura RDX A-Spec Advance,New,,"$56,400","Est. $1,060/mo",McGrath Acura of Morton Grove
2020 Jeep Grand Cherokee High Altitude,Used,"46,357 mi.","$37,900",Est. $712/mo,Champion Motorsports
2025 Toyota Sienna Limited,Used,831 mi.,"$56,999","Est. $1,071/mo",Oakbrook Toyota in Westmont
2025 Hyundai Kona SE,New,,"$27,671",Est. $520/mo,Webb Hyundai Highland
2025 Genesis GV70 2.5T,New,,"$60,539","Est. $1,138/mo",Genesis of Highland Park
2024 Ford Bronco Wildtrak,New,,"$65,640","Est. $1,234/mo",Webb Ford
2025 Subaru Outback Wilderness,New,,"$44,003",Est. $827/mo,Napleton's Palatine Subaru
2012 Chevrolet Cruze LS,Used,"127,000 mi.","$3,900",,Kassem Auto Sales
2025 Jeep Grand Cherokee L Altitude,New,,"$45,726",Est. $859/mo,Castle Chrysler Dodge Jeep Ram of Naperville
2022 Ford Escape SE,Ford Certified,"24,706 mi.","$22,795",Est. $428/mo,Haggerty Ford
2014 Acura RDX Technology,Used,"83,159 mi.","$13,990",Est. $263/mo,NB Motors Inc
2021 Nissan Rogue S,Used,"40,064 mi.","$20,949",Est. $394/mo,Midway Dodge
2024 Jeep Grand Cherokee L Laredo X,New,,"$36,900",Est. $694/mo,South Chicago Dodge Chrysler Jeep RAM
2017 Honda Civic LX,Used,"129,067 mi.","$14,250",Est. $268/mo,McGrath City Honda
2023 Cadillac XT4 Premium Luxury,Used,"34,408 mi.","$27,998",Est. $526/mo,CarMax Wilmington
2025 Dodge Durango GT,New,,"$44,109",Est. $829/mo,Hawk CDJR
2025 Buick Encore GX Sport Touring,New,,"$30,941",Est. $582/mo,Zeigler Buick GMC of Lincolnwood
2025 GMC Terrain AWD Elevation,New,,"$35,484",Est. $667/mo,Zeigler Buick GMC of Lincolnwood
2024 Jeep Wrangler Rubicon,Used,415 mi.,"$79,388","Est. $1,492/mo",Loeber Motors Mercedes-Benz
2014 Cadillac CTS Performance,Used,"13,857 mi.","$25,998",Est. $489/mo,CarMax Southwest Freeway
2025 Ford Escape Active,New,,"$31,900",Est. $600/mo,Golf Mill Ford
2025 Acura RDX A-Spec Advance,New,,"$56,400","Est. $1,060/mo",McGrath Acura of Morton Grove
2025 Hyundai Santa Cruz SEL Activity,New,,"$34,363",Est. $646/mo,AutoNation Hyundai O'Hare
2021 Jaguar F-PACE S P250 AWD Automatic,Used,"33,410 mi.","$32,397",Est. $609/mo,Jaguar Land Rover Hinsdale
2025 Acura Integra A-SPEC w/ Technology,New,,"$39,795",Est. $748/mo,McGrath Acura of Westmont
2015 Chevrolet Impala LS,Used,"111,892 mi.","$7,945",Est. $149/mo,Top Gear Motors
2024 Ford Transit-350 Base,New,,"$57,490","Est. $1,081/mo",Hawk Ford of Carol Stream
2025 Buick Encore GX Preferred,New,,"$29,730",Est. $559/mo,Napleton's Schaumburg Buick GMC
2019 Land Rover Range Rover 3.0L V6 Supercharged HSE,Used,"48,251 mi.","$37,900",Est. $712/mo,Exotic Motors
2025 Audi S6 2.9T quattro Premium,New,,"$92,325","Est. $1,735/mo",Audi Hoffman Estates
2019 Cadillac Escalade Luxury,Used,"98,464 mi.","$33,990",Est. $639/mo,Shaver Preferred Motors
2025 Land Rover Range Rover P530 SE,New,,"$148,310","Est. $2,788/mo",Land Rover Jaguar Naperville
2019 BMW M5 Competition,Used,"89,856 mi.","$47,990",Est. $902/mo,NB Motors Inc
2025 BMW X1 xDrive28i,New,,"$45,815",Est. $861/mo,Perillo BMW
2025 Mercedes-Benz GLA 250 4MATIC,New,,"$51,505",Est. $968/mo,Mercedes-Benz of Chicago
2014 BMW 335 335i,Used,"103,233 mi.","$11,995",Est. $225/mo,Blue Sky Auto Sales - Brighton Park
2022 Genesis GV70 Sport,Used,"19,827 mi.","$45,998",Est. $865/mo,CarMax Independence
2025 Toyota Corolla Cross Hybrid Nightshade Edition,New,,"$34,718",Est. $653/mo,Chicago Northside Toyota
2022 Honda Civic EX,Used,"27,376 mi.","$22,995",Est. $432/mo,Kia of Lincolnwood
2024 MINI Convertible S,Used,"13,477 mi.","$28,998",Est. $545/mo,CarMax Warner Robins
2024 Cadillac XT4 Premium Luxury,New,,"$54,010","Est. $1,015/mo",Napleton Cadillac of Oak Lawn
2025 Jeep Compass Latitude,New,,"$28,306",Est. $532/mo,Jack Phelan Chrysler Dodge Jeep RAM
2024 Nissan Altima 2.5 S,Used,"25,915 mi.","$23,998",Est. $451/mo,CarMax Hillside (Eisenhower Expy)
2025 Acura RDX Advance Package,New,,"$54,400","Est. $1,023/mo",McGrath Acura of Morton Grove
2025 Hyundai Santa Fe XRT,New,,"$41,764",Est. $785/mo,Wilkins Hyundai
2025 Volvo XC60 Plug-In Hybrid T8 Plus,New,,Not Priced,,Fields Volvo Cars of Northfield
2025 Kia Soul LX,New,,"$21,685",Est. $408/mo,Ed Napleton Acura Kia
2024 Ford Bronco Big Bend,New,,"$41,424",Est. $779/mo,Willowbrook Ford Kia
2025 Cadillac CT4 Premium Luxury,New,,"$48,460",Est. $911/mo,Heritage Cadillac
2021 Lexus ES 350 Base,Used,"58,378 mi.","$27,945",Est. $525/mo,Top Gear Motors
2024 GMC Yukon XL Denali,New,,"$88,200","Est. $1,658/mo",Bill Kay Buick GMC
2025 Audi Q5 45 S line Premium Plus,New,,"$60,175","Est. $1,131/mo",The Audi Exchange
2025 Nissan Rogue SV,New,,"$27,314",Est. $513/mo,Arlington Nissan
2023 Hyundai Sonata SEL,Used,"22,740 mi.","$21,791",Est. $410/mo,Audi Naperville
2022 Honda Civic Sport,Prequalify now,"38,249 mi.","$21,500",Est. $404/mo,Chrysler Dodge Jeep Ram of Chicago
2025 Chevrolet Malibu FWD RS,New,,"$28,245",Est. $531/mo,Webb Chevy
2024 Ford Bronco Wildtrak,New,,"$62,204","Est. $1,169/mo",Golf Mill Ford
2018 Ford Escape SE,Used,"69,335 mi.","$14,998",Est. $282/mo,CarMax Gainesville Georgia
2022 Audi A5 Sportback S-Line Premium Plus,Used,"35,334 mi.","$34,998",Est. $658/mo,CarMax Greensboro
2022 Ford Escape SE,Ford Certified,"22,808 mi.","$21,995",Est. $413/mo,Bredemann Ford
2023 BMW M3 Competition xDrive Sedan,Used,"27,085 mi.","$81,992","Est. $1,541/mo",McGrath BMW of Elmhurst
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,Used,"31,022 mi.","$30,000",Est. $564/mo,Larry Roesch Volkswagen
2025 BMW M235 Gran Coupe M235 xDrive,New,,"$56,525","Est. $1,062/mo",Laurel BMW of Westmont
2014 GMC Terrain Denali,Used,"126,201 mi.","$8,255",Est. $155/mo,Bose Motors
2025 MINI Hardtop Cooper S,New,,"$37,380",Est. $703/mo,MINI of Glencoe North Shore
2017 Ford Explorer Platinum,Used,"71,547 mi.","$20,939",Est. $394/mo,INFINITI of Clarendon Hills
2025 Kia Seltos S,New,,"$26,747",Est. $503/mo,McGrath Kia Highland Park
2016 GMC Acadia SLE-2,Used,"72,001 mi.","$14,458",Est. $272/mo,McGrath Kia Highland Park
2024 Volkswagen Jetta 1.5T SE,Used,"2,908 mi.","$21,500",Est. $404/mo,Castle Volkswagen of Schaumburg
2024 Honda Civic Sport Touring,Used,"5,333 mi.","$28,900",Est. $543/mo,Schaumburg Honda Automobiles
2019 Hyundai Sonata SEL,Used,"73,734 mi.","$14,371",Est. $270/mo,Bosak Honda
2020 Nissan Sentra SR,Nissan Certified,"76,280 mi.","$15,395",Est. $289/mo,Woodfield Nissan
2018 Hyundai Elantra SEL,Used,"137,171 mi.","$8,250",Est. $155/mo,Schaumburg Toyota
2025 Mercedes-Benz GLE 350 4MATIC,New,,"$69,200","Est. $1,301/mo",Mercedes-Benz of Hoffman Estates
2025 Honda Odyssey Elite,New,,"$52,730",Est. $991/mo,Gerald Honda of Matteson
2015 Chevrolet Traverse 1LT,Used,"65,665 mi.","$12,972",Est. $244/mo,Advantage Chevrolet of Bolingbrook
2022 BMW M3 Competition xDrive,BMW Certified,"7,691 mi.","$79,888","Est. $1,502/mo",Perillo BMW
2025 BMW X2 xDrive28i,New,,"$50,090",Est. $942/mo,Perillo BMW
2019 Chevrolet Express 3500 LT,Used,"71,886 mi.","$28,700",Est. $539/mo,Kingdom Chevrolet
2016 Nissan 370Z Touring,Used,"31,409 mi.","$25,998",Est. $489/mo,CarMax Fayetteville
2025 Kia K5 GT-Line,New,,"$30,797",Est. $579/mo,Berwyn Kia
2024 Cadillac XT5 Luxury,New,,"$44,000",Est. $827/mo,Zeigler Cadillac of Lincolnwood
2024 Jeep Grand Cherokee L Limited,New,,"$46,385",Est. $872/mo,Sherman Dodge Chrysler Jeep RAM
2025 Ford Escape ST-Line Elite,New,,"$40,620",Est. $764/mo,Al Piemonte Ford
2022 GMC Acadia SLE,Used,"35,654 mi.","$27,998",Est. $526/mo,CarMax Wilmington
2021 Mercedes-Benz GLC 300 Base 4MATIC,Used,"79,257 mi.","$23,995",Est. $451/mo,carneed
2025 BMW X7 xDrive40i,New,,"$96,575","Est. $1,815/mo",Laurel BMW of Westmont
2025 Kia Seltos EX,New,,"$29,429",Est. $553/mo,Willowbrook Ford Kia
2025 INFINITI QX80 SENSORY AWD,New,,"$102,997","Est. $1,936/mo",INFINITI of Orland Park A Zeigler Auto Group Company
2025 Nissan Sentra SV,New,,"$24,213",Est. $455/mo,Glendale Nissan
2020 Ford Edge SEL,Used,"57,723 mi.","$17,995",Est. $338/mo,Autos of Chicago
2025 Chevrolet Trax FWD ACTIV,New,,"$25,699",Est. $483/mo,Chevrolet of Homewood
2017 Ford Escape SE,Used,"61,817 mi.","$15,998",Est. $301/mo,CarMax Tinley Park
2025 Hyundai Tucson SE,New,,"$30,666",Est. $576/mo,Patrick Hyundai of Schaumburg
2025 GMC Terrain AWD Elevation,New,,"$34,535",Est. $649/mo,Arlington Heights Buick GMC
1999 Plymouth Prowler Base,Used,"6,337 mi.","$32,900",Est. $618/mo,Frankfort Auto Haus
2025 Mercedes-Benz GLE 350 4MATIC,New,,"$70,315","Est. $1,322/mo",Mercedes-Benz of Hoffman Estates
2021 Buick Enclave AWD Avenir,Used,"31,263 mi.","$33,500",Est. $630/mo,Woody Buick GMC Naperville
2021 Honda Civic LX,Used,"27,358 mi.","$18,499",Est. $348/mo,West Chicago Auto Mall
2021 Honda Civic Sport,Used,"47,653 mi.","$18,499",Est. $348/mo,West Chicago Auto Mall
2021 Honda Civic EX,Used,"62,159 mi.","$19,499",Est. $367/mo,West Chicago Auto Mall
2019 Chevrolet Cruze LS,Used,"76,861 mi.","$15,998",Est. $301/mo,CarMax Alliance
2003 Toyota ECHO Base,Used,"104,111 mi.","$5,777",Est. $109/mo,Victory Toyota of Midtown
2025 Subaru Crosstrek Premium,New,,"$29,878",Est. $562/mo,Berman Subaru of Chicago
2024 Volkswagen Tiguan 2.0T SE R-Line Black,New,,"$33,001",Est. $620/mo,City Volkswagen of Chicago
2025 Subaru Crosstrek Limited,New,,"$35,154",Est. $661/mo,Mcgrath Evanston Subaru
2025 Mazda CX-70 PHEV Premium,New,,"$56,305","Est. $1,058/mo",The Autobarn Mazda of Evanston
2022 Ford Maverick XLT,Used,"42,683 mi.","$24,998",Est. $470/mo,CarMax Bakersfield
2025 Nissan Kicks SR,New,,"$28,429",Est. $534/mo,Old Orchard Nissan
2024 Subaru Crosstrek Premium,New,,"$29,855",Est. $561/mo,The Autobarn Countryside Subaru
2017 Mercedes-Benz C-Class,Used,"64,708 mi.","$19,998",Est. $376/mo,CarMax Hillside (Eisenhower Expy)
2025 Hyundai Santa Cruz SEL,New,,"$33,063",Est. $621/mo,AutoNation Hyundai O'Hare
2025 Kia K5 GT-Line,New,,"$30,234",Est. $568/mo,Napleton River Oaks Hyundai Kia
2025 Nissan Rogue SV,New,,"$33,565",Est. $631/mo,Bill Kay Downers Grove Nissan
2025 Audi A6 45 Premium,New,,"$62,420","Est. $1,173/mo",The Audi Exchange
2024 Volkswagen Tiguan 2.0T SE R-Line Black,New,,"$33,001",Est. $620/mo,City Volkswagen of Highland
2024 Dodge Hornet R/T,New,,"$31,485",Est. $592/mo,Zeigler Chrysler Dodge Jeep Ram of Schaumburg
2025 Cadillac XT4 Premium Luxury,New,,"$51,240",Est. $963/mo,Arnie Bauer Cadillac
2020 Hyundai Sonata Limited,Used,"65,328 mi.","$19,281",Est. $362/mo,South Oak Dodge Chrysler Jeep RAM
2025 Toyota Tundra SR5,New,,"$52,300",Est. $983/mo,Team Toyota
2025 Audi SQ5 3.0T Premium Plus,New,,"$70,140","Est. $1,318/mo",Fletcher Jones Audi
2015 Honda Civic EX,Used,"50,033 mi.","$15,699",Est. $295/mo,McGrath City Honda
2009 Honda Civic LX-S,Used,"110,167 mi.","$7,616",Est. $143/mo,Toyota of Lincolnwood
2017 Toyota Highlander Hybrid Limited Platinum,Used,"26,774 mi.","$39,998",Est. $752/mo,CarMax San Antonio
2021 Cadillac CT4 Luxury,Used,"26,349 mi.","$25,998",Est. $489/mo,CarMax West Broad
2020 Honda Civic Sport,Used,"65,518 mi.","$16,936",Est. $318/mo,Napleton Honda of Morton Grove
2014 Honda Civic EX-L,Used,"82,227 mi.","$13,988",Est. $263/mo,S&M Auto Sales
2012 Cadillac SRX Base,Used,"76,622 mi.","$9,995",Est. $188/mo,Bose Motors
2025 Hyundai Tucson SEL Convenience,New,,"$35,009",Est. $658/mo,Castle Hyundai Downers Grove
2024 Cadillac XT6 Sport AWD,Used,"25,959 mi.","$49,491",Est. $930/mo,Mercedes-Benz of Orland Park
2025 Nissan Kicks SV,New,,"$27,397",Est. $515/mo,Zeigler Nissan of Orland Park
2025 Nissan Rogue SL,New,,"$42,453",Est. $798/mo,Glendale Nissan
2025 Audi Q7 45 Premium Plus,Audi Certified,"4,112 mi.","$62,915","Est. $1,183/mo",The Audi Exchange
2024 Honda Civic Sport,Used,"11,758 mi.","$25,450",Est. $478/mo,Guaranteed Motor Cars
2022 Honda Civic SI,Used,"54,780 mi.","$27,998",Est. $526/mo,CarMax Schaumburg
2024 Dodge Durango R/T Plus AWD,New,,"$47,091",Est. $885/mo,Napleton's Arlington Heights Chrysler Dodge Jeep RAM
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,"$86,720","Est. $1,630/mo",Mercedes-Benz of Hoffman Estates
2024 Subaru Crosstrek Sport,New,,"$33,512",Est. $630/mo,Napleton's Palatine Subaru
2018 Honda Civic LX,Used,"123,090 mi.","$12,995",Est. $244/mo,Silver Auto Sales Inc.
2013 Honda Civic EX,Used,"171,638 mi.","$8,995",Est. $169/mo,Silver Auto Sales Inc.
2023 Ford F-150 XLT,Used,"26,579 mi.","$43,799",Est. $823/mo,Fair Oaks Ford
2012 Ford Fusion SEL,Used,"163,568 mi.","$5,494",Est. $103/mo,Silver Auto Sales Inc.
2019 BMW 440 i xDrive,Used,"72,267 mi.","$28,777",Est. $541/mo,West Chicago Auto Mall
2023 Chevrolet Trailblazer LT,Used,"15,794 mi.","$21,700",Est. $408/mo,Kingdom Chevrolet
2022 Ford Bronco Sport Badlands,Used,"24,846 mi.","$32,887",Est. $618/mo,Glenview Luxury Imports
2020 Toyota Prius XLE,Used,"35,729 mi.","$24,998",Est. $470/mo,CarMax Jackson (TN)
2014 Jaguar XJ L Supercharged,Used,"42,328 mi.","$28,998",Est. $545/mo,CarMax Albuquerque
2018 BMW M2 Base,Used,"44,776 mi.","$37,895",Est. $712/mo,Larry Roesch Dodge Chrysler Jeep RAM
2008 Hyundai Veracruz Limited,Used,"94,818 mi.","$5,799",Est. $109/mo,Your Choice Auto Sales of Posen
2019 Audi RS 3 2.5T,Used,"46,549 mi.","$39,990",Est. $752/mo,Ultimo Motors North Shore
2018 BMW 440 i,Used,"50,327 mi.","$28,500",Est. $536/mo,Napleton Aston Martin Maserati
1995 Pontiac Firebird Formula 2dr Convertible,Used,"43,700 mi.","$9,994",Est. $188/mo,MGM Classic Cars
2019 BMW 530e xDrive iPerformance,Used,"31,763 mi.","$25,995",Est. $489/mo,Star Auto Works
2023 Chevrolet Corvette Stingray w/2LT,Used,"7,727 mi.","$75,000","Est. $1,410/mo",Tasca Chevrolet Wheeling
2003 Nissan 350Z Enthusiast,Used,"3,590 mi.","$22,995",Est. $432/mo,Auto Showcase of Carol Stream
2023 Tesla Model Y Performance Dual Motor All-Wheel Drive,Used,"22,371 mi.","$35,950",Est. $676/mo,"Motorsource, Inc"
2014 Chevrolet Corvette Stingray Z51,Used,"64,949 mi.","$36,995",Est. $695/mo,Auto Showcase of Carol Stream
2015 Ferrari California T,Used,"17,107 mi.","$122,995","Est. $2,312/mo",Affinity Auto Sales
2019 Ford Fiesta ST,Used,"50,081 mi.","$18,998",Est. $357/mo,CarMax Tinley Park
2002 Pontiac Firebird Trans Am SLP Firehawk,Used,"15,309 mi.","$42,800",Est. $804/mo,Diamond Motorworks
2016 Lamborghini Aventador LP750-4 Superveloce,Used,"2,597 mi.","$639,895","Est. $12,028/mo",Strada Motorsports
2022 Ford Transit-350 XLT,Used,"75,245 mi.","$40,881",Est. $768/mo,South Oak Dodge Chrysler Jeep RAM
